bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
155,RAWAT HOLIDAYS,A/C Seater (2+2),08:15,03h 55m,12:10,1.2,599,45
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),09:00,03h 00m,12:00,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),09:30,03h 00m,12:30,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),10:30,03h 00m,13:30,2.3,449,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:00,03h 00m,14:00,2.3,449,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:30,03h 00m,14:30,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:55,03h 00m,14:55,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),12:30,03h 00m,15:30,2.3,449,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),13:00,03h 00m,16:00,2.3,300,33
155,RAWAT HOLIDAYS,A/C Seater (2+2),13:15,03h 55m,17:10,1.2,649,45
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),13:30,03h 00m,16:30,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),14:00,03h 00m,17:00,2.3,449,33
155,Royal Star Travels,AC Seater (2+2),14:00,05h 00m,19:00,1.2,900,21
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),15:00,03h 00m,18:00,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),15:30,03h 00m,18:30,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),16:00,03h 00m,19:00,2.3,300,33
155,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),17:00,03h 00m,20:00,2.3,300,33
155,Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),18:30,04h 31m,23:01,2.4,599,40
155,Yadav Vishvkarma Tour And Travels,NON AC Seater / Sleeper 2+1,19:30,04h 01m,23:31,2.8,500,35
155,Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:15,03h 15m,23:30,2.0,300,24
155,Kalpana Travels Kanpur,NON AC Seater / Sleeper 2+1,22:15,04h 30m,02:45,2.1,350,33
155,RAWAT HOLIDAYS,A/C Seater (2+2),22:15,03h 55m,02:10,1.2,599,45
155,Yadav Vishvkarma Tour And Travels,NON AC Seater / Sleeper 2+1,22:30,03h 51m,02:21,2.8,450,36
155,Falcon Tour And Travels,AC Seater (2+2),07:20,03h 40m,11:00,3.3,600,31
155,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),11:00,03h 30m,14:30,3.9,699,34
155,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+2),16:00,03h 30m,19:30,4.2,2199,6
155,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),16:05,03h 55m,20:00,3.8,549,32
155,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),16:15,04h 00m,20:15,3.9,752,27
155,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),16:30,05h 05m,21:35,4.4,599,60
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),16:30,04h 30m,21:00,3.4,570,41
155,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),17:00,04h 40m,21:40,4.4,549,29
155,SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),17:05,03h 40m,20:45,3.8,1140,35
155,Khajuraho Travels,AC Sleeper (2+1),17:06,04h 27m,21:33,4.0,1896,36
155,Gola Bus Service,VE A/C Sleeper (2+1),17:20,03h 40m,21:00,3.3,999,20
155,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),18:00,03h 40m,21:40,4.2,599,28
155,Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),18:00,04h 00m,22:00,4.0,1000,36
155,Gajraj bus service,A/C Seater / Sleeper (2+1),18:00,04h 00m,22:00,3.9,899,38
155,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),18:00,03h 20m,21:20,3.4,539,24
155,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),18:00,03h 25m,21:25,3.9,599,29
155,E Bus India,A/C Seater/Sleeper (2+1),18:00,04h 00m,22:00,4.0,759,27
155,Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),18:00,04h 00m,22:00,4.0,1200,36
155,Gajraj bus service,A/C Seater / Sleeper (2+1),18:00,04h 00m,22:00,3.9,699,36
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:00,04h 30m,22:30,3.4,570,45
155,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),18:10,03h 50m,22:00,3.8,599,19
155,RAJ KALPANA TRAVELS PRIVATE LIMITED,A/C Sleeper (2+1),18:15,04h 15m,22:30,5.0,1100,34
155,Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:20,03h 40m,22:00,3.3,699,31
155,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:25,04h 00m,22:25,4.0,806,33
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),18:30,04h 30m,23:00,3.4,570,34
155,JMD Travels,A/C Seater / Sleeper (2+2),18:30,04h 00m,22:30,3.3,1699,29
155,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:55,04h 25m,23:20,4.0,699,41
155,Ashok Travels Mandsaur Group,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:02,03h 53m,22:55,3.8,810,27
155,Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:20,03h 40m,23:00,3.3,699,24
155,Khajuraho Travels,A/C Seater / Sleeper (2+1),19:26,03h 47m,23:13,4.0,546,33
155,Kamla Travels,A/C Sleeper (2+1),19:30,04h 00m,23:30,3.2,1000,29
155,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),19:45,04h 05m,23:50,4.4,549,44
155,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),20:00,03h 59m,23:59,4.2,599,28
155,Hari Das Tour &Travels,Bharat Benz A/C Seater (2+2),20:00,05h 00m,01:00,3.3,4950,53
155,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),20:00,04h 10m,00:10,3.4,539,54
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:00,03h 55m,23:55,3.4,513,45
155,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:00,03h 30m,23:30,4.1,599,28
155,Shakmbhari Travels,A/C Seater / Sleeper (2+1),20:00,03h 45m,23:45,3.9,594,32
155,Khajuraho Travels,AC Sleeper (2+1),20:00,03h 26m,23:26,4.0,851,36
155,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),20:00,03h 45m,23:45,3.9,688,28
155,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:00,05h 00m,01:00,4.0,849,38
155,Khajuraho Travels,A/C Seater / Sleeper (2+1),20:00,04h 37m,00:37,4.0,3618,48
155,Krishna Travels,A/C Seater / Sleeper (2+2),20:00,03h 44m,23:44,3.5,599,43
155,RAJ KALPANA TRAVELS PRIVATE LIMITED,VE A/C Sleeper (2+1),20:15,03h 45m,00:00,3.9,599,30
155,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),20:15,04h 05m,00:20,3.9,600,25
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04h 35m,01:05,4.0,806,38
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04h 30m,01:00,3.4,570,41
155,SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),20:30,02h 53m,23:23,3.8,799,34
155,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),20:55,02h 10m,23:05,4.4,599,38
155,Khajuraho Travels,AC Sleeper (2+1),21:00,04h 02m,01:02,4.0,756,22
155,Fouji travels,A/C Seater / Sleeper (2+1),21:00,03h 00m,00:00,4.2,599,42
155,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),21:00,03h 48m,00:48,3.9,569,28
155,Dhruv Travels,A/C Seater/Sleeper (2+1),21:00,03h 40m,00:40,3.0,907,28
155,Raj Kalpana Travels Pvt.ltd.,VE A/C Sleeper (2+1),21:00,03h 45m,00:45,3.9,664,21
155,Khajuraho Travels,AC Sleeper (2+1),21:06,03h 03m,00:09,4.0,854,24
155,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:15,03h 30m,00:45,4.4,599,38
155,Fouji travels,A/C Seater / Sleeper (2+1),21:15,03h 15m,00:30,4.2,699,26
155,HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),21:15,02h 35m,23:50,3.1,549,32
155,Revanta Roadlines,A/C Seater / Sleeper (2+2),21:15,03h 50m,01:05,4.0,539,48
155,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:20,04h 45m,02:05,4.0,683,44
155,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),21:30,03h 15m,00:45,3.9,599,32
155,Fouji travels,A/C Seater / Sleeper (2+1),21:30,03h 00m,00:30,4.2,599,39
155,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),21:30,03h 55m,01:25,3.8,599,48
155,Sai Anand,AC Sleeper (2+1),21:30,04h 45m,02:15,3.7,849,27
155,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:30,04h 05m,01:35,4.0,598,32
155,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),21:30,02h 25m,23:55,4.4,999,29
155,VIKAS TRAVELS ®,A/C Seater/Sleeper (2+1),22:00,04h 50m,02:50,3.6,2857.14,44
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03h 45m,01:45,4.0,555,42
155,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),22:00,03h 25m,01:25,3.9,696,31
155,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),22:10,04h 00m,02:10,4.0,537,38
155,DURGA TRAVELS,A/C Seater / Sleeper (2+2),22:16,04h 14m,02:30,3.0,1600,41
155,DURGA TRAVELS,A/C Sleeper (2+1),22:20,04h 10m,02:30,3.0,3000,36
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,03h 55m,02:15,4.0,535,41
155,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,03h 30m,02:00,3.4,570,31
155,Gola Bus Service,VE A/C Seater (2+2),22:30,03h 50m,02:20,3.3,2999,45
155,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),22:30,03h 30m,02:00,3.9,599,24
155,DURGA TRAVELS,A/C Seater/Sleeper (2+1),22:30,04h 29m,02:59,3.0,999,14
155,International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:40,04h 05m,02:45,4.2,649,40
155,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),22:45,03h 30m,02:15,3.9,799,36
155,Mahalaxmi Travels,Volvo 9600 A/C Sleeper (2+1),22:45,05h 00m,03:45,3.8,999,28
155,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),22:50,03h 05m,01:55,4.4,549,37
155,Rajdhani Tourist Bus Service,A/C Sleeper (2+1),22:50,04h 40m,03:30,4.0,600,16
155,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:00,03h 35m,02:35,3.9,559,40
155,Satlok express,A/C Seater / Sleeper (2+2),23:00,04h 02m,03:02,3.0,799,39
155,Satlok express,A/C Seater / Sleeper (2+1),23:00,04h 02m,03:02,3.0,1427.62,43
155,R S YADAV SMART BUS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),23:15,03h 02m,02:17,4.4,549,31
155,Hare Rama Travels,A/C Seater/Sleeper (2+1),23:15,03h 45m,03:00,3.9,1099,40
155,Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),23:16,03h 59m,03:15,3.9,899,30
155,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:20,04h 10m,03:30,3.4,521,43
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:25,03h 10m,02:35,4.0,508,42
155,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03h 30m,03:00,3.9,599,29
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03h 55m,03:25,4.0,535,42
155,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,03h 15m,03:10,3.9,508,41
155,Falcon Tour And Travels,Volvo AC Seater Pushback 2+2,07:19,03h 56m,11:15,2.5,800,29
155,Falcon Tour And Travels,Volvo AC Seater (2+2),07:30,04h 05m,11:35,2.8,999,36
155,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),14:45,07h 00m,21:45,1.7,1025,59
155,Kalpana Travels Kanpur,Bharat Benz A/C Sleeper (2+1),15:00,04h 30m,19:30,2.1,600,28
155,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),15:05,06h 55m,22:00,1.7,1300,58
155,Panwar tour and Travels,A/C Seater (2+2),16:00,04h 00m,20:00,1.5,2858,49
155,Travel Express,AC Seater (2+2),17:00,05h 55m,22:55,1.7,1799,45
155,Panwar tour and Travels,A/C Seater / Sleeper (2+1),17:45,04h 00m,21:45,1.5,1500,38
155,Panwar tour and Travels,A/C Seater / Sleeper (2+1),18:00,04h 00m,22:00,1.5,1800,38
155,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),18:00,05h 30m,23:30,2.9,1299,41
155,United Manjushree tours and Travels,A/C Seater Push Back (2+2),18:00,05h 00m,23:00,1.0,3100,45
155,Yadav Vishvkarma Tour And Travels,A/C Seater / Sleeper (2+1),18:01,03h 40m,21:41,2.8,800,37
155,KST Travels,A/C Seater / Sleeper (2+2),18:30,04h 00m,22:30,2.8,664,36
155,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),19:00,04h 50m,23:50,2.2,951.43,48
155,Vinay Travels,A/C Seater / Sleeper (2+2),19:50,04h 30m,00:20,2.9,990,50
155,New Shatabdi Travels,NON A/C Sleeper (2+1),20:00,04h 30m,00:30,1.0,4500,30
155,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02h 45m,22:45,2.7,1199,46
155,Shree Saroj Travels,A/C Seater/Sleeper (2+1),20:00,03h 10m,23:10,2.9,599,28
155,New India Travels,A/C Seater/Sleeper (2+1),20:15,02h 29m,22:44,2.3,1200,42
155,Vishawnath tour and travel,AC Sleeper (2+1),20:30,04h 05m,00:35,,1200,30
155,Vinay Travels,VE A/C Seater / Sleeper (2+1),20:30,03h 50m,00:20,2.9,990,44
155,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:30,04h 16m,00:46,2.0,550,35
155,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:31,06h 00m,02:31,2.0,523.81,32
155,Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:40,04h 46m,01:26,2.0,550,35
155,Shree Saroj Travels,A/C Seater / Sleeper (2+2),21:00,03h 05m,00:05,2.9,599,37
155,New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),21:00,03h 30m,00:30,2.5,1500,30
155,Rama Krishna Tour and Travels,AC Sleeper (2+1),21:30,03h 01m,00:31,2.9,999,12
155,New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),21:30,03h 30m,01:00,2.5,1199,22
155,Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),21:30,03h 05m,00:35,2.9,701,18
155,Raj Shila Travels,A/C Seater / Sleeper (2+2),21:30,03h 00m,00:30,2.2,690,29
155,DIVYANSHU TRAVELS,A/C Sleeper (2+1),22:00,04h 30m,02:30,2.0,760,18
155,Shitla Travels,A/C Sleeper (2+1),22:00,05h 30m,03:30,2.2,600,30
155,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),22:30,02h 00m,00:30,2.2,1659,34
155,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),22:30,05h 30m,04:00,2.9,1499,38
155,Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),22:30,03h 05m,01:35,2.9,701,20
155,Kalpana Travels Kanpur,NON A/C Sleeper (2+1),22:45,04h 30m,03:15,2.1,799,29
155,Kalpana Travels Kanpur,AC Sleeper (2+1),23:00,03h 50m,02:50,2.1,699,36
155,Panwar tour and Travels,A/C Seater / Sleeper (2+1),23:00,03h 40m,02:40,1.5,1313,42
155,Panwar tour and Travels,A/C Seater (2+2),23:15,04h 00m,03:15,1.5,1500,49
155,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:31,04h 30m,04:01,2.1,999,26
155,DIVYANSHU TRAVELS,A/C Sleeper (2+2),23:55,04h 15m,04:10,2.0,1140,36
156,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,08:30,08h 41m,17:11,3.3,563,52
156,UPSRTC - SJP0287,Ordinary Non AC Seater 2+3,13:00,07h 20m,20:20,3.3,584,52
156,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,10h 35m,02:41,3.3,580,52
156,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,09h 10m,03:40,3.3,789,36
156,UPSRTC - HDD0145,Ordinary Non AC Seater 2+3,19:02,09h 35m,04:37,3.3,564,52
156,UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,09h 15m,05:00,3.3,580,52
156,UPSRTC - HDD0105,Rajdhani Non AC Seater 2+3,20:00,08h 10m,04:10,3.3,564,51
156,UPSRTC - HDD0147,Ordinary Non AC Seater 2+3,20:03,08h 17m,04:20,3.3,580,52
156,UPSRTC - SJP0213,Ordinary Non AC Seater 2+3,20:42,07h 20m,04:02,3.3,584,52
156,UPSRTC - KSB0039,Janrath AC Seater 2+2,20:45,06h 25m,03:10,1.9,768,36
156,UPSRTC - GLA0142,Janrath AC Seater 2+2,21:19,06h 46m,04:05,3.3,791,36
156,UPSRTC - LKM0402,Shatabdi AC Seater 2+2,21:46,07h 29m,05:15,3.3,791,37
156,UPSRTC - SJP0227,Ordinary Non AC Seater 2+3,22:02,07h 20m,05:22,3.3,584,52
156,UPSRTC - SJP0244,Ordinary Non AC Seater 2+3,22:32,07h 20m,05:52,3.3,584,52
156,UPSRTC - SJP0250,Ordinary Non AC Seater 2+3,23:02,07h 20m,06:22,3.3,584,52
156,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,07h 00m,05:15,4.8,799,31
157,UPSRTC - IGD0025,Ordinary Non AC Seater 2+3,08:30,05h 35m,14:05,3.3,314,52
157,UPSRTC - IGD0026,Ordinary Non AC Seater 2+3,09:00,05h 35m,14:35,3.3,314,52
157,UPSRTC - TAJ0053,Pink Express AC Seater 2+2,09:02,04h 05m,13:07,3.3,534,39
157,UPSRTC - IGD0027,Ordinary Non AC Seater 2+3,09:30,05h 35m,15:05,3.3,314,52
157,UPSRTC - GNA0137,Ordinary Non AC Seater 2+3,09:45,04h 00m,13:45,3.3,345,52
157,UPSRTC - IGD0028,Ordinary Non AC Seater 2+3,10:30,05h 35m,16:05,3.3,314,52
157,UPSRTC - SKB0017,Ordinary Non AC Seater 2+3,10:50,05h 40m,16:30,3.3,295,52
157,UPSRTC - IGD0029,Ordinary Non AC Seater 2+3,11:00,05h 35m,16:35,3.3,314,52
157,UPSRTC - IGD0035,Ordinary Non AC Seater 2+3,11:30,06h 00m,17:30,3.3,314,52
157,UPSRTC - GNA0129,Ordinary Non AC Seater 2+3,11:30,04h 00m,15:30,3.3,345,52
157,UPSRTC - GNA0133,Ordinary Non AC Seater 2+3,11:33,04h 00m,15:33,3.3,345,52
157,UPSRTC - IGD0036,Ordinary Non AC Seater 2+3,12:00,06h 00m,18:00,3.3,314,52
157,UPSRTC - GNA0008,Ordinary Non AC Seater 2+3,12:30,04h 00m,16:30,3.3,345,52
157,UPSRTC - IGD0037,Ordinary Non AC Seater 2+3,12:30,06h 00m,18:30,3.3,314,52
157,UPSRTC - TAJ0013,Janrath AC Seater 2+2,13:00,04h 10m,17:10,3.0,534,36
157,UPSRTC - IGD0038,Ordinary Non AC Seater 2+3,13:00,06h 00m,19:00,3.3,314,52
157,UPSRTC - IGD0039,Ordinary Non AC Seater 2+3,13:30,06h 00m,19:30,3.3,314,52
157,UPSRTC - GNA0087,Ordinary Non AC Seater 2+3,13:47,04h 00m,17:47,3.3,345,52
157,UPSRTC - IGD0040,Ordinary Non AC Seater 2+3,14:00,06h 00m,20:00,3.3,314,52
157,UPSRTC - KSB0002,Shatabdi AC Seater 2+2,14:30,05h 00m,19:30,2.1,534,36
157,UPSRTC - GNA0070,Ordinary Non AC Seater 2+3,15:02,04h 00m,19:02,3.3,345,52
157,UPSRTC - KSB0016,Janrath AC Seater 2+2,16:00,04h 00m,20:00,3.5,499,36
157,UPSRTC - ETD0017,Ordinary Non AC Seater 2+3,23:55,04h 35m,04:30,3.3,295,52
157,NueGo,Electric A/C Seater (2+2),10:00,04h 35m,14:35,3.6,284,1
157,NueGo,Electric A/C Seater (2+2),12:00,04h 45m,16:45,3.5,284,14
157,NueGo,Electric A/C Seater (2+2),14:00,04h 45m,18:45,3.5,284,9
157,NueGo,Electric A/C Seater (2+2),15:00,04h 45m,19:45,3.6,284,26
157,NueGo,Electric A/C Seater (2+2),16:00,04h 40m,20:40,4.1,284,18
157,Falcon Tour And Travels,Volvo AC Seater (2+2),16:40,08h 20m,01:00,3.2,699,39
157,Zingbus Plus,AC Seater (2+2),16:50,03h 55m,20:45,3.6,287,31
157,FlixBus,A/C Seater (2+2),17:00,05h 15m,22:15,4.4,246,22
157,NueGo,Electric A/C Seater (2+2),21:00,04h 15m,01:15,3.3,284,36
157,NueGo,Electric A/C Seater (2+2),22:00,04h 15m,02:15,4.3,277,44
157,NueGo,Electric A/C Seater (2+2),23:55,04h 15m,04:10,4.0,284,43
157,FlixBus,A/C Sleeper (2+1),07:25,04h 00m,11:25,2.0,285,10
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),08:00,03h 45m,11:45,2.3,315,33
157,Royal Star Travels,AC Seater (2+2),09:30,04h 30m,14:00,1.0,350,26
157,Ashok tour and Travels,AC Seater (2+2),10:00,05h 15m,15:15,1.8,237.14,36
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),10:00,03h 45m,13:45,2.3,315,33
157,Ashok tour and Travels,AC Seater (2+2),11:00,05h 15m,16:15,1.8,237.14,36
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),11:59,03h 45m,15:44,2.3,315,33
157,RAWAT HOLIDAYS,A/C Seater (2+2),13:00,04h 15m,17:15,1.2,399,20
157,AGRA TRAVELSENSE,AC Seater (2+2),13:15,04h 00m,17:15,1.9,449,28
157,Royal Star Travels,AC Seater (2+2),14:00,04h 00m,18:00,1.0,399,27
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),14:00,03h 45m,17:45,2.3,315,33
157,Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),14:15,0-10h 00m,04:15,1.8,499,1
157,Ashok tour and Travels,AC Seater (2+2),14:30,05h 15m,19:45,1.8,237.14,34
157,Royal Star Travels,AC Seater (2+2),14:45,04h 00m,18:45,1.0,399,25
157,AGRA TRAVELSENSE,AC Seater (2+2),15:30,03h 45m,19:15,1.9,449,37
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),16:00,03h 45m,19:45,2.3,315,33
157,AGRA TRAVELSENSE,AC Seater (2+2),17:30,04h 30m,22:00,1.6,500,37
157,RAWAT HOLIDAYS,A/C Seater (2+2),17:45,04h 15m,22:00,1.0,399,22
157,Ashok tour and Travels,AC Seater (2+2),18:00,05h 15m,23:15,1.8,284.76,36
157,Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),18:00,03h 45m,21:45,2.3,315,33
157,Sanjay Travels,AC Sleeper (2+1),07:30,04h 51m,12:21,3.8,2000,36
157,Gola Bus Service,VE A/C Seater / Sleeper (2+1),08:00,02h 00m,10:00,3.1,1399,4
157,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),14:45,03h 50m,18:35,3.5,999,36
157,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),16:55,03h 00m,19:55,3.5,799,44
157,Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),17:30,03h 30m,21:00,3.6,549,23
157,Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:00,02h 30m,20:30,3.5,699,27
157,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),18:15,03h 15m,21:30,4.1,699,35
157,Aadishakti Travels,Bharat Benz A/C Seater (2+2),19:40,03h 10m,22:50,3.6,899,30
157,Vijay Tour and Travels,AC Sleeper (2+1),22:10,03h 30m,01:40,3.5,1300,18
157,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),07:30,03h 10m,10:40,2.1,1499,27
157,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),07:54,03h 10m,11:04,2.1,1599,22
157,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),18:21,03h 29m,21:50,1.8,599,34
158,UPSRTC - AKP0214,Ordinary Non AC Seater 2+3,10:30,11h 16m,21:46,3.3,579,52
158,UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,09h 10m,03:40,3.3,895,36
158,UPSRTC - CBG0158,Janrath AC Seater 2+2,19:30,09h 00m,04:30,3.3,895,36
158,UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,08h 30m,05:00,3.3,895,36
158,UPSRTC - GLA0144,Janrath AC Seater 2+2,22:55,07h 25m,06:20,3.3,895,36
158,Aadishakti Travels,Bharat Benz A/C Seater (2+2),22:30,06h 00m,04:30,3.6,3000,45
159,UPSRTC - RKD0037,Janrath AC Seater 2+3,10:30,09h 00m,19:30,3.7,646,44
160,UPSRTC - CVL0042,Janrath AC Seater 2+2,09:01,05h 09m,14:10,3.3,382,36
160,UPSRTC - CVL0036,Janrath AC Seater 2+3,10:01,05h 09m,15:10,3.3,331,48
160,UPSRTC - CVL0038,Janrath AC Seater 2+3,11:01,04h 59m,16:00,3.3,341,47
160,UPSRTC - BND0044,Ordinary Non AC Seater 2+3,11:15,04h 00m,15:15,3.3,265,52
160,UPSRTC - BTR0023,Ordinary Non AC Seater 2+3,19:00,06h 17m,01:17,3.3,258,52
160,Rai Tour and Travels,AC Seater (2+2),14:20,05h 10m,19:30,4.4,349,30
161,UPSRTC - GRH0039,Ordinary Non AC Seater 2+3,08:30,08h 30m,17:00,3.3,407,52
161,UPSRTC - FZG0001,Ordinary Non AC Seater 2+3,10:50,08h 10m,19:00,3.3,400,52
161,UPSRTC - AZN0012,Ordinary Non AC Seater 2+3,14:30,09h 15m,23:45,3.3,409,52
161,UPSRTC - FZG0007,Ordinary Non AC Seater 2+3,16:30,08h 00m,00:30,3.3,409,52
161,UPSRTC - BND0029,Ordinary Non AC Seater 2+3,18:30,07h 10m,01:40,3.3,409,52
