bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
47,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),08:15,04h 00m,12:15,4.8,486,38
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),08:30,04h 00m,12:30,4.5,486,32
47,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),08:45,04h 00m,12:45,4.6,486,36
47,Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),09:15,04h 00m,13:15,4.2,486,34
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),09:15,04h 00m,13:15,4.4,486,28
47,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),09:50,04h 00m,13:50,4.8,486,38
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),10:00,04h 00m,14:00,4.2,486,32
47,Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),10:25,04h 00m,14:25,4.7,486,46
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:00,04h 00m,15:00,3.5,486,31
47,Greenline (Karunamoyee),Volvo A/C Seater (2+2),11:00,04h 00m,15:00,4.2,486,31
47,Greenline,Volvo A/C Seater (2+2),11:30,04h 00m,15:30,4.6,486,37
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:00,04h 00m,16:00,4.3,486,31
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:00,04h 00m,16:00,4.4,486,25
47,Greenline,Volvo A/C Seater (2+2),12:30,04h 00m,16:30,4.2,486,37
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:00,04h 00m,17:00,4.7,486,30
47,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:00,04h 00m,17:00,4.6,486,32
47,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:30,04h 00m,17:30,4.7,486,52
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:00,04h 00m,18:00,4.5,486,29
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:00,04h 00m,18:00,4.4,486,35
47,Greenline,Volvo A/C Seater (2+2),14:30,04h 00m,18:30,4.6,486,37
47,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,03h 00m,18:00,4.3,486,27
47,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:00,04h 00m,19:00,4.6,486,31
47,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,03h 00m,18:30,4.7,486,53
47,Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:45,04h 00m,19:45,4.8,486,44
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,04h 00m,20:00,4.4,486,39
47,Greenline,Volvo 9600 A/C Semi Sleeper (2+2),16:00,03h 15m,19:15,4.7,486,31
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:40,04h 00m,20:40,4.6,486,30
47,Greenline (Karunamoyee),Volvo A/C Seater (2+2),16:45,04h 00m,20:45,4.3,486,32
47,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),17:20,04h 00m,21:20,4.4,486,45
47,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:30,04h 00m,21:30,4.6,486,34
47,Greenline,Volvo A/C Seater (2+2),18:05,04h 00m,22:05,4.7,486,36
47,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:40,03h 45m,22:25,4.4,486,31
47,Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,03h 45m,23:15,3.7,463,43
47,Maharani Travels,A/C Seater / Sleeper (2+1),21:05,04h 25m,01:30,2.6,760,24
47,Tulsi Travel,NON A/C Seater / Sleeper (2+2),14:45,02h 15m,17:00,3.2,899,61
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 07:30 - 574,Non AC Seater (2+3),07:30,02h 30m,10:00,4.3,95,32
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 08:30 - 575,Non AC Seater (2+3),08:30,02h 30m,11:00,4.0,95,50
48,SBSTC-KOLKATA - ARAMBAG - 09:30 (ARM DEPOT) - 1909,Non AC Seater (2+3),09:30,02h 30m,12:00,4.3,95,52
48,SBSTC-KOLKATA - ARAMBAG - 10:30 (ARM DEPOT) - 1310,Non AC Seater (2+3),10:30,02h 30m,13:00,4.1,95,52
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 11:30 - 579,Non AC Seater (2+3),11:30,02h 30m,14:00,3.8,95,52
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 12:30 - 580,Non AC Seater (2+3),12:30,02h 30m,15:00,4.4,95,51
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 14:30 - 582,Non AC Seater (2+3),14:30,02h 30m,17:00,3.7,95,50
48,SBSTC-KOLKATA - ARAMBAG - NON STOP - 15:30 - 583,Non AC Seater (2+3),15:30,02h 30m,18:00,4.3,95,52
48,SBSTC-KOLKATA - ARAMBAG - 16:30 - 584,Non AC Seater (2+3),16:30,02h 30m,19:00,3.9,95,49
48,SBSTC-KOLKATA-ARAMBAG-17:30 - 585,Non AC Seater (2+3),17:30,02h 30m,20:00,4.0,95,52
49,WBTC (CTC) Belgachia - Digha via Esplanade - 51|07:45,Non AC Seater (2+3),07:45,04h 15m,12:00,2.7,145,48
49,WBTC (CTC) Belgachia - Digha via Esplanade - 51|08:30,Non AC Seater (2+3),08:30,04h 25m,12:55,3.8,145,48
49,WBTC (CTC) BADURIA - DIGHA via Bally - 155|09:00,Non AC Seater (2+3),09:00,03h 00m,12:00,2.7,147,31
49,WBTC (CTC) Kolkata - Digha - 124|09:25,Non AC Seater (2+3),09:25,04h 15m,13:40,3.2,145,49
49,WBTC (CTC) Khidderpur - Digha - 97|09:40,Non AC Seater (2+3),09:40,05h 00m,14:40,3.7,151,38
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:00,Non AC Seater (2+3),10:00,04h 15m,14:15,3.0,146,40
49,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|10:15",Non AC Seater (2+3),10:15,04h 30m,14:45,1.5,156,45
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:40,Non AC Seater (2+3),10:40,04h 15m,14:55,3.2,146,38
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|11:30,Non AC Seater (2+3),11:30,04h 15m,15:45,3.7,146,34
49,WBTC (CTC) Belgachia - Digha via Esplanade - 51|11:45,Non AC Seater (2+3),11:45,04h 15m,16:00,2.8,145,45
49,WBTC (CTC) HABRA - DIGHA (AC-VOLVO) - 89|12:30,Volvo AC Seater (2+2),12:30,03h 15m,15:45,4.2,380,7
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:50,Non AC Seater (2+3),12:50,04h 15m,17:05,2.5,146,44
49,WBTC (CTC) BARASAT-DIGHA (AC-VOLVO) - 28|13:10,Volvo AC Seater (2+2),13:10,04h 15m,17:25,3.5,370,42
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,04h 15m,17:40,4.5,146,42
49,WBTC (CTC) Kolkata - Digha - 124|13:50,Non AC Seater (2+3),13:50,04h 15m,18:05,3.3,145,49
49,WBTC (CTC) Barasat-Digha Via Bally (AC VOLVO) - 201|14:00,Volvo AC Seater (2+2),14:00,03h 30m,17:30,4.1,380,29
49,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|14:15",Non AC Seater (2+3),14:15,03h 45m,18:00,3.7,145,47
49,WBTC (CTC) Joka - Tollygunge - Digha - 99|14:30,Non AC Seater (2+3),14:30,04h 30m,19:00,3.7,145,49
49,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|14:46,Volvo AC Seater (2+2),14:46,04h 45m,19:31,4.3,370,40
49,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,04h 15m,19:05,3.9,146,34
49,WBTC (CTC) Khidderpur - Digha - 97|15:00,Non AC Seater (2+3),15:00,05h 00m,20:00,3.7,151,49
49,WBTC (CTC) Joka - Tollygunge - Digha - 99|15:30,Non AC Seater (2+3),15:30,04h 15m,19:45,3.7,145,49
49,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,04h 50m,20:50,3.7,159,47
49,WBTC (CTC) Tollygunge - Digha - 200|16:30,Non AC Seater (2+3),16:30,04h 55m,21:25,3.7,151,49
49,WBTC (CTC) BARASAT-DIGHA via Bally - 38|16:45,Non AC Seater (2+3),16:45,04h 00m,20:45,3.6,146,36
49,West bengal transport corporation - 74747,Non AC Seater (2+3),11:00,04h 30m,15:30,3.4,145,21
49,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,04h 30m,18:15,4.7,349,12
49,Express Line,Volvo 9600 A/C Seater (2+2),10:25,04h 55m,15:20,4.5,399,11
49,Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),13:45,05h 10m,18:55,4.2,400,53
49,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,04h 55m,18:25,4.2,360,17
49,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),09:50,05h 30m,15:20,4.1,400,8
49,Royal Cruiser,Volvo A/C Seater (2+2),13:00,04h 30m,17:30,4.0,427,26
49,Greenline,Volvo A/C Seater (2+2),13:40,04h 45m,18:25,4.2,300,5
49,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),12:50,05h 00m,17:50,4.4,500,42
49,Mayuri Express,A/C Seater (2+3),11:15,04h 45m,16:00,4.3,278,34
49,Samanta Travels,A/C Seater (2+3),14:30,04h 50m,19:20,3.6,285,20
49,Santosh Bus Service,A/C Seater Push Back (2+3),11:25,04h 15m,15:40,3.5,304,15
49,Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30,04h 40m,19:10,3.4,370,19
49,Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,04h 30m,21:10,3.4,257,46
49,City Express (Angel),AC Seater (2+3),13:50,04h 40m,18:30,4.7,370,31
49,City Express (Shinjini),AC Seater (2+3),22:45,05h 25m,04:10,3.5,320,26
49,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,04h 10m,15:40,3.7,352,24
49,Santosh Bus Service,A/C Seater Push Back (2+3),10:55,03h 50m,14:45,4.0,304,21
49,Sneha Gold Bus Service,A/C Seater (2+3),16:30,05h 00m,21:30,4.5,270,20
49,Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,05h 25m,04:10,3.0,370,30
49,City Express,AC Seater (2+3),11:35,04h 50m,16:25,3.9,370,23
49,Snemita Parisheba,AC Seater (2+3),10:50,04h 30m,15:20,4.2,352,25
49,Parameswar Travels,A/C Seater Push Back (2+3),09:30,04h 45m,14:15,2.9,285,51
49,Snemita Paribahan,AC Seater (2+3),12:15,04h 25m,16:40,3.8,370,22
49,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),12:15,04h 30m,16:45,3.0,342,33
49,Snemita Pariseba(Samanta),AC Seater (2+3),09:10,04h 35m,13:45,3.8,257,39
49,Bengal Surface Transport,A/C Seater / Sleeper (2+2),10:55,05h 00m,15:55,3.0,300,37
49,Snemita Pariseba(Samanta),A/C Seater Push Back (2+3),14:45,04h 35m,19:20,2.6,304,36
49,Haimanti Bus Service,AC Seater (2+3),09:50,05h 25m,15:15,3.3,350,20
49,Snemita Paribahan(Jackson),AC Seater (2+2),13:40,04h 50m,18:30,3.4,330,22
49,Satya Paribahan,A/C Seater (2+3),23:00,04h 45m,03:45,2.8,399,37
49,City Express (Shinjini),AC Seater (2+3),15:20,04h 35m,19:55,2.9,370,23
49,Snemita Paribahan(SHINJINI),A/C Seater (2+3),16:00,04h 30m,20:30,2.7,370,28
49,Snemita Parisheba (Santosh),AC Seater (2+3),10:55,04h 35m,15:30,3.0,285,24
49,Snemita Paribahan(Snemita),AC Seater (2+3),11:45,04h 40m,16:25,2.6,320,34
49,Parameswar Travels,A/C Seater Push Back (2+3),18:10,05h 05m,23:15,3.2,285,31
49,Sree Jagannath Travels,A/C Seater Push Back (2+3),15:00,05h 00m,20:00,2.9,278,28
49,Ankita Paribahan (Maity Motor),A/C Seater Push Back (2+3),13:05,04h 25m,17:30,2.5,342,40
49,Snemita Paribahan,AC Seater (2+3),11:35,04h 50m,16:25,2.8,370,6
49,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,04h 10m,03:45,2.8,420,32
49,Snemita Paribahan,Non AC Seater (2+3),10:30,04h 30m,15:00,2.5,230,39
49,Tara Ma Paribahan,Non AC Seater (2+3),13:00,05h 00m,18:00,,220,54
49,Snemita Paribahan (SHINJINI),A/C Seater (2+3),11:15,04h 30m,15:45,2.9,320,10
49,Parameswar Travels,A/C Seater Push Back (2+3),20:00,05h 35m,01:35,1.6,302,20
49,Snemita Paribahan (Angel),AC Seater (2+3),13:50,04h 40m,18:30,1.8,340,17
49,Basu Travels,A/C Seater / Sleeper (2+2),10:55,05h 00m,15:55,2.1,300,26
49,Ankita Paribahan(Parameswar),AC Seater (2+2),10:20,04h 20m,14:40,2.2,370,38
49,Basu Travels,A/C Seater Push Back (2+3),07:35,04h 50m,12:25,2.4,345,23
49,Snemita Parisheba(Santosh),A/C Seater Push Back (2+3),23:00,05h 20m,04:20,2.2,352,25
49,Monikanchan Bus Service,Non AC Seater (2+3),11:40,04h 35m,16:15,2.9,204,45
49,Snemita Parisheba,A/C Seater Push Back (2+3),12:30,04h 45m,17:15,2.0,257,25
49,Basu Travels,A/C Seater Push Back (2+3),17:30,05h 00m,22:30,2.3,419,30
49,Snemita Paribahan (Sagar Kanya),AC Seater (2+3),10:20,04h 35m,14:55,2.5,320,41
49,City Express (Snemita),AC Seater (2+3),11:10,04h 20m,15:30,2.9,370,8
49,Ankita Paribahan (Tejas),A/C Executive (2+3),14:20,04h 30m,18:50,1.3,342,41
49,Bengal Surface Transport,A/C Seater Push Back (2+3),06:40,04h 50m,11:30,1.4,385,31
49,Santosh Bus Service,A/C Seater (2+3),08:30,04h 20m,12:50,3.6,223,27
49,Snemita Parisheba(Santosh),AC Seater (2+3),13:30,04h 35m,18:05,4.2,257,31
49,City Express (Snemita),AC Seater (2+3),11:45,04h 40m,16:25,4.0,370,19
49,Snemita Parisheba(SANTOSH),A/C Seater / Sleeper (2+2),12:05,04h 35m,16:40,3.2,304,33
49,Samanta Travels,A/C Seater (2+3),14:30,04h 50m,19:20,3.5,285,20
49,Santosh Bus Service,A/C Seater Push Back (2+3),10:30,05h 00m,15:30,3.3,299,25
49,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),13:35,04h 15m,17:50,3.4,296,41
49,City Express (Jackson),AC Seater (2+2),13:40,04h 35m,18:15,3.3,270,20
49,City Express (Maa Chandi),A/C Executive (2+3),12:10,04h 35m,16:45,3.3,370,26
49,Adhikary Paribahan,A/C Seater Push Back (2+3),07:55,04h 20m,12:15,3.3,219,26
49,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,05h 15m,02:30,3.3,650,36
49,Maa Chandi Travels,A/C Seater / Sleeper (2+2),12:35,04h 40m,17:15,3.3,370,19
49,Santosh Bus Service,AC Seater (2+2),12:05,04h 10m,16:15,3.2,280,12
49,Snemita Pariseba(Santosh),AC Seater (2+3),08:40,04h 40m,13:20,3.0,257,41
49,Ankita Paribahan(Atithi),A/C Seater (2+3),10:45,05h 00m,15:45,3.6,389,32
49,Snemita Parisheba(Santosh),A/C Seater Push Back (2+3),23:30,05h 00m,04:30,3.4,285,41
49,Rudraksha City Service,A/C Seater (2+3),13:00,04h 20m,17:20,3.1,450,60
49,Santosh Bus Service,A/C Seater Push Back (2+3),13:30,04h 35m,18:05,3.2,207,31
49,Snemita Paribahan,A/C Seater / Sleeper (2+2),12:35,05h 00m,17:35,3.4,420,55
49,Santosh Bus Service,A/C Seater Push Back (2+3),11:30,04h 25m,15:55,2.8,279,31
49,Santosh Bus Service,A/C Seater Push Back (2+3),10:56,04h 19m,15:15,2.8,231,27
49,Santosh Bus Service,A/C Seater Push Back (2+3),09:55,04h 25m,14:20,2.9,239,27
49,Snemita Parisheba (Santosh),AC Seater (2+3),10:30,04h 40m,15:10,3.6,285,35
49,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,04h 40m,16:10,3.4,257,30
49,Snemita Pariseba(Santosh),AC Seater (2+3),10:00,04h 30m,14:30,3.2,285,25
49,Ankita Paribahan (Maity),A/C Seater Push Back (2+3),09:40,04h 40m,14:20,2.8,370,39
49,Ankita Paribahan(Janhabi),A/C Seater Push Back (2+3),08:50,04h 35m,13:25,2.8,296,29
49,Ankita Paribahan( Haimanti),A/C Seater Push Back (2+3),10:10,04h 30m,14:40,2.8,370,39
49,Ankita Paribahan(Parameswar),A/C Seater (2+3),09:30,04h 25m,13:55,2.8,296,36
49,Ankita Paribahan (Lokenath),AC Seater (2+3),16:20,04h 40m,21:00,2.8,342,41
49,Snemita Paribahan(Shinjini),A/C Seater (2+3),15:20,04h 40m,20:00,3.3,370,36
49,Samanta Travels,A/C Seater (2+3),12:40,04h 50m,17:30,3.2,285,61
49,Snemita Parisheba,AC Seater (2+3),17:00,04h 30m,21:30,2.6,257,36
49,Parameswar Travels,A/C Seater Push Back (2+3),11:45,04h 35m,16:20,1.6,285,26
49,Snemita Paribahan(Maa Chandi),A/C Push Back (2+3),12:10,04h 35m,16:45,3.2,320,35
49,Parameswar Travels,A/C Seater Push Back (2+2),10:20,04h 50m,15:10,1.9,285,18
49,Satya Paribahan,A/C Seater (2+3),23:30,04h 10m,03:40,1.8,352,46
49,Santosh Bus Service,A/C Seater Push Back (2+3),17:05,04h 25m,21:30,2.0,295,22
49,Snemita Paribahan (CHOWDHURY),AC Seater (2+2),14:10,04h 30m,18:40,1.9,370,23
49,Aradhana Travels,A/C Seater / Sleeper (2+1),19:30,04h 29m,23:59,1.8,475,45
49,Snemita Paribahan,A/C Seater (2+3),23:30,04h 30m,04:00,2.1,370,45
49,Snemita Paribahan (Chowdhury),AC Seater (2+2),12:50,04h 40m,17:30,1.7,370,24
49,Snemita Paribahan,A/C Seater (2+3),12:30,04h 00m,16:30,2.4,320,30
49,Samanta Travels,A/C Seater (2+3),09:00,04h 40m,13:40,2.3,285,14
49,City Express (Shinjini),AC Seater (2+3),16:00,04h 30m,20:30,1.6,370,26
49,Purusottam Travels,A/C Seater (2+3),08:10,04h 50m,13:00,1.8,315,40
49,Arunita Paribahan,A/C Seater (2+3),23:35,04h 10m,03:45,1.9,370,21
49,Snemita Paribahan,AC Seater (2+3),11:21,04h 39m,16:00,2.1,320,44
49,Parameswar Travels,A/C Seater Push Back (2+3),21:00,06h 00m,03:00,2.2,302,15
49,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,04h 25m,23:00,1.6,475,20
49,Aradhana Bus Service,A/C Seater / Sleeper (2+2),23:00,05h 00m,04:00,1.5,570,61
49,Bengal Surface Transport,A/C Seater Push Back (2+3),10:25,05h 05m,15:30,2.7,399,31
49,Bengal Surface Transport,A/C Seater Push Back (2+3),17:30,05h 00m,22:30,2.7,419,36
49,Aradhana Bus Service,A/C Seater / Sleeper (2+2),09:20,06h 20m,15:40,1.0,570,12
49,Parameswar Travels,A/C Seater Push Back (2+3),11:15,04h 45m,16:00,1.4,285,26
49,Aniruddha Travels,NON A/C Seater Push Back (2+3) (2+3),16:25,04h 50m,21:15,1.0,250,30
49,Ankita Paribahan(Jackson),A/C Push Back (2+3),15:00,05h 05m,20:05,1.5,389,40
49,Ankita Paribahan (Maity Motor),AC Seater (2+3),15:45,04h 30m,20:15,1.9,342,41
49,Sagufta Travels(Atithi),A/C Seater Push Back (2+3),13:35,04h 55m,18:30,2.2,315,20
49,Snemita Paribahan (ANGEL),A/C Seater Push Back (2+2),10:15,04h 50m,15:05,2.7,370,28
49,Ankita Paribahan (Anuska),A/C Push Back (2+3),14:25,04h 30m,18:55,1.8,389,41
49,Bengal Surface Transport,A/C Seater Push Back (2+3),07:20,05h 04m,12:24,2.7,345,36
49,Purusottam Travels,NON A/C Seater (2+3),08:05,05h 05m,13:10,1.5,240,27
49,Basu Travels,A/C Seater Push Back (2+3),06:50,05h 00m,11:50,2.3,369,30
49,Basu Travels,A/C Seater Push Back (2+3),10:10,05h 05m,15:15,2.3,399,30
49,Sagufta Travels(Atithi),A/C Seater Push Back (2+3),10:40,05h 20m,16:00,2.2,315,18
49,Sagufta Travels(Atithi),A/C Seater Push Back (2+3),12:15,05h 05m,17:20,2.2,315,20
49,Satya Paribahan,A/C Seater (2+3),18:20,04h 40m,23:00,2.2,342,59
49,Arunita Paribahan,AC Seater (2+2),11:05,04h 40m,15:45,2.1,320,21
49,Suvam Travels,A/C Seater Push Back (2+3),09:30,05h 00m,14:30,1.8,300,61
49,Aradhana Travels,Non AC Seater (2+3),21:45,05h 40m,03:25,1.7,475,13
49,Kojagar Travels,A/C Seater (2+3),09:00,05h 00m,14:00,1.9,300,20
49,Samanta Travels,NON A/C Seater (2+3),16:00,05h 00m,21:00,3.5,189,61
49,City Express (Shinjini),AC Seater (2+3),11:15,04h 35m,15:50,3.3,370,22
49,City Express (City),AC Seater (2+3),10:40,04h 25m,15:05,3.3,420,20
49,City Express (ANGEL),AC Seater (2+2),10:15,04h 30m,14:45,3.3,420,25
49,Snemita Parisheba(Adhikari),AC Seater (2+3),07:55,04h 35m,12:30,3.1,257,40
49,Snemita Parisheba(BINA RANI),AC Seater (2+3),08:10,04h 35m,12:45,3.1,257,41
49,Snemita Parisheba,A/C Seater Push Back (2+3),11:45,04h 30m,16:15,3.1,352,20
49,Sree Jagannath Travels,A/C Seater Push Back (2+3),14:10,04h 50m,19:00,2.9,278,29
49,Ankita Paribahan,AC Seater (2+3),13:40,04h 00m,17:40,2.8,389,19
49,Ankita Paribahan,A/C Seater (2+3),11:40,04h 50m,16:30,2.8,370,36
49,Ankita Paribahan,Non AC Seater (2+3),18:20,04h 40m,23:00,2.8,324,44
49,Ankita Paribahan,A/C Executive (2+3),09:50,04h 50m,14:40,2.8,389,41
49,Ankita Paribahan,A/C Seater Push Back (2+3),13:45,04h 35m,18:20,2.8,389,41
49,Ankita Paribahan - Parameswar,A/C Seater (2+3),18:00,04h 40m,22:40,2.8,342,35
49,Ankita Paribahan(Parameswar),A/C Seater (2+3),11:00,04h 30m,15:30,2.8,370,34
49,Ankita Paribahan,AC Seater (2+3),08:35,04h 30m,13:05,2.8,278,36
49,Ankita Paribahan(NARAYANI),A/C Push Back (2+3),12:35,04h 25m,17:00,2.8,389,21
49,Ankita Paribahan,A/C Executive (2+3),15:25,04h 35m,20:00,2.8,342,60
49,Snemita Paribahan (Narayani),A/C Seater (2+3),10:05,04h 40m,14:45,2.7,320,39
49,Snemita Paribahan (Sagar Kanya),AC Seater (2+3),10:40,04h 30m,15:10,2.7,320,41
49,Snemita Paribahan (Shinjini),AC Seater (2+2),11:05,04h 45m,15:50,2.7,380,15
49,Bengal Surface Transport,A/C Seater Push Back (2+3),10:50,04h 50m,15:40,2.7,399,31
49,Snemita Paribahan (Bhorpet),AC Seater (2+2),09:20,04h 30m,13:50,2.7,370,20
49,Snemita Paribahan,A/C Seater / Sleeper (2+2),14:30,04h 40m,19:10,2.7,420,57
49,Basu Travels,A/C Seater Push Back (2+3),10:40,05h 00m,15:40,2.3,399,30
49,SagarKanya Travels,A/C Seater Push Back (2+3),06:45,04h 40m,11:25,2.2,449,20
49,Arunita Paribahan,A/C Seater (2+3),08:35,04h 30m,13:05,2.1,370,26
49,Arunita Paribahan,A/C Seater (2+3),12:30,04h 30m,17:00,2.1,320,31
49,Purusottam Travels,A/C Seater (2+3),08:11,04h 51m,13:02,1.8,320,51
49,Purusottam Travels,NON A/C Seater (2+3),08:50,04h 50m,13:40,1.8,350,20
49,Suvam Travels,Non AC Seater (2+3),07:15,04h 45m,12:00,1.8,200,59
49,Aradhana Bus Service,Non AC Seater (2+3),16:50,05h 40m,22:30,1.4,333,54
49,Kojagar Travels,A/C Seater (2+3),07:05,04h 55m,12:00,1.9,300,21
50,West bengal transport corporation - 74723,Non AC Seater (2+3),15:15,04h 30m,19:45,3.6,145,23
50,West bengal transport corporation - 123496,Non AC Seater (2+3),16:15,04h 30m,20:45,2.4,145,23
50,West bengal transport corporation - 157764,Non AC Seater (2+3),17:15,04h 25m,21:40,3.5,145,33
50,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:30,04h 25m,11:55,4.6,349,17
50,Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),08:15,04h 30m,12:45,4.5,400,21
50,Express Line,Volvo 9600 A/C Seater (2+2),23:45,05h 00m,04:45,4.5,449,47
50,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.4,405,33
50,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),07:15,04h 45m,12:00,4.3,360,23
50,Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,07h 30m,05:30,4.4,370,39
50,Greenline,Volvo A/C Seater (2+2),06:45,05h 00m,11:45,4.3,350,5
50,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),07:00,04h 30m,11:30,4.4,400,51
50,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.2,365,26
50,Samanta Travels,A/C Seater (2+3),08:40,04h 30m,13:10,3.5,285,17
50,Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.4,370,37
50,Parameswar Travels,A/C Seater Push Back (2+2),23:50,04h 55m,04:45,3.7,302,25
50,City Express (Shinjini),AC Seater (2+3),23:50,05h 05m,04:55,3.4,370,33
50,Sagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04h 40m,04:35,3.9,365,24
50,Jay Baba Bhutnath,A/C Seater (2+3),08:30,04h 30m,13:00,4.3,350,25
50,Parameswar Travels,A/C Seater Push Back (2+3),23:45,05h 15m,05:00,3.0,302,51
50,Parameswar Travels,A/C Seater Push Back (2+3),07:35,04h 40m,12:15,3.9,255,34
50,Satya Paribahan,A/C Seater (2+3),07:20,04h 15m,11:35,3.8,370,20
50,Basu Travels,A/C Seater / Sleeper (2+2),23:59,05h 01m,05:00,3.6,300,32
50,Parameswar Travels,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,2.8,302,48
50,Mayuri Express,A/C Seater (2+3),18:20,04h 30m,22:50,4.3,278,61
50,Monikanchan Bus Service,A/C Seater (2+3),07:15,04h 35m,11:50,3.6,356,24
50,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),22:10,07h 30m,05:40,4.4,365,34
50,Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,04h 45m,04:00,4.5,365,15
50,Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04h 50m,04:45,3.7,390,29
50,Santosh Bus Service,A/C Seater Push Back (2+3),17:20,04h 30m,21:50,3.8,199,46
50,Sagufta Travels(Sonamoni),A/C Seater Push Back (2+3),11:20,05h 00m,16:20,3.3,315,20
50,City Express (Maa Gauri),AC Seater (2+3),12:40,04h 30m,17:10,3.1,370,21
50,Ankita Paribahan(Janhabi),A/C Seater Push Back (2+3),16:45,04h 35m,21:20,3.2,389,31
